== RENDER LOGGER ==
Study the following SDL_RenderCopyEx() calls to debug render-related issues.
Enable render logger mode on your computer by setting the RENDERLOGGER environmental variable.
frame:actor_id:actor_name

82:-1: dstrect 356.885 202.144 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 247.957 162.554 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 273.387 118.536 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 333.482 113.539 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 279.45 220.649 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 249.157 180.726 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 262.116 128.758 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 361.592 141.289 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 360.978 195.393 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 367.497 162.415 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 261.039 130.055 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 268.393 213.036 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 310.137 107.781 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
82:-1: dstrect 258.884 202.573 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 303.325 167.943 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.203 165.258 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.459 165.86 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.148 162.923 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 307.409 161.907 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.24 162.635 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.699 166.26 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 303.196 167.918 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 303.099 167.897 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 302.063 167.5 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 301.974 160.551 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 306.735 161.081 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.328 165.587 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 307.832 165.149 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.874 161.504 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 304.433 167.977 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 303.028 160.12 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 307.988 164.313 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 306.431 167.176 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.301 165.522 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 305.183 160.179 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 307.863 165.04 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 306.932 166.721 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 300.285 162.517 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 301.688 160.736 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 307.515 165.909 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 306.193 160.654 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 307.528 162.114 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 306.749 166.906 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 301.681 167.259 32 32 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 535.809 249.281 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 475.031 345.118 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 92.4697 152.51 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 101.621 109.944 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 528.617 89.3972 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 117.979 71.2245 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 486.086 333.994 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 480.674 18.2345 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 113.472 80.0912 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 546.842 172.466 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 169.937 6.35231 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 146.49 29.7778 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 546.933 178.993 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 525.191 81.7654 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 174.981 2.12317 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 512.554 58.5374 2.13333 2.13333 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 274.587 113.414 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 297.869 104.807 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 263.117 213.624 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 297.888 231.196 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 366.766 142.652 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 291.702 229.89 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 251.572 137.803 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 283.784 227.242 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 365.336 196.435 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 281.702 109.653 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 330.303 227.988 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 251.81 198.639 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 298.208 231.246 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 258.616 208.709 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 369.679 185.08 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 304.324 104.106 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 360.428 204.705 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 244.239 162.475 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 271.364 115.523 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 335.466 110.193 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 277.831 224.443 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 245.518 181.859 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 259.342 126.426 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 365.449 139.793 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 364.794 197.504 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 371.748 162.327 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 258.193 127.81 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 266.037 216.323 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 310.564 104.051 24 24 angle 0 flip 0 renderscale 1 1
83:-1: dstrect 255.894 205.162 24 24 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 302.917 172.152 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 296.673 166.783 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 297.184 167.986 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 296.562 162.113 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 311.085 160.081 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 296.747 161.537 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 297.666 168.786 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 302.658 172.103 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 302.465 172.061 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 300.393 171.266 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 300.214 157.369 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 309.736 158.429 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 296.923 167.44 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 311.93 166.564 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 298.015 159.274 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 305.133 172.22 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 302.323 156.506 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 312.242 164.893 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 309.129 170.619 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 296.868 167.31 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 306.632 156.624 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 311.992 166.346 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 310.13 169.709 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 296.837 161.301 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 299.643 157.738 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 311.297 168.085 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 308.652 157.576 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 311.322 160.495 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 309.764 170.079 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 299.628 170.784 31.4667 31.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 539.881 250.782 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 478.036 348.301 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 88.7633 152.313 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 98.0754 109.001 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 532.563 88.0931 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 114.72 69.6015 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 489.285 336.981 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 483.778 15.6818 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 110.134 78.6238 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 551.107 172.619 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 167.59 3.59124 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 143.732 27.4277 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 551.2 179.26 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 529.077 80.3274 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 172.723 -0.712109 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 516.217 56.6919 1.6 1.6 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 272.766 110.269 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 297.503 101.124 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 260.579 216.742 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 297.523 235.413 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 370.706 141.335 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 290.95 234.025 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 248.312 136.182 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 282.538 231.211 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 369.187 198.478 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 280.325 106.273 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 331.963 232.004 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 248.565 200.82 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 297.863 235.466 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 255.796 211.52 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 373.8 186.414 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 304.361 100.379 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 363.972 207.266 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 240.52 162.397 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 269.341 112.51 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 337.449 106.847 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 276.212 228.238 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 241.88 182.991 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 256.567 124.095 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 369.306 138.297 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 368.61 199.614 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 375.999 162.239 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 255.347 125.565 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 263.681 219.609 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 310.991 100.321 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
84:-1: dstrect 252.904 207.751 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 302.509 176.361 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 293.142 168.308 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 293.909 170.113 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 292.976 161.303 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 314.76 158.255 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 293.254 160.438 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 294.632 171.312 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 302.12 176.288 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 301.83 176.225 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 298.722 175.032 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 298.454 154.187 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 312.738 155.776 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 293.518 169.294 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 316.028 167.979 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 295.157 157.045 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 305.832 176.463 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 301.618 152.893 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 316.496 165.473 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 311.827 174.063 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 293.436 169.099 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 308.082 153.07 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 316.121 167.652 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 313.329 172.697 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 293.388 160.085 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 297.599 154.74 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 315.078 170.261 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 311.111 154.497 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 315.116 158.876 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 312.779 173.252 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 297.575 174.31 30.9333 30.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 543.952 252.283 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 481.042 351.483 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 85.0569 152.116 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 94.5296 108.057 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 536.508 86.7889 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 111.461 67.9785 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 492.484 339.968 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 486.882 13.1292 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 106.796 77.1564 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 555.372 172.772 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 165.243 0.830162 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 140.973 25.0776 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 555.467 179.528 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 532.962 78.8894 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 519.881 54.8463 1.06667 1.06667 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 270.944 107.124 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 297.136 97.4411 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 258.04 219.86 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 297.158 239.629 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 374.646 140.017 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 290.198 238.16 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 245.052 134.561 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 281.291 235.181 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 373.037 200.522 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 278.948 102.893 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 333.624 236.02 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 245.32 203.002 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 297.517 239.686 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 252.977 214.331 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 377.922 187.748 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 304.398 96.6522 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 367.515 209.827 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 236.802 162.318 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 267.318 109.497 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 339.432 103.501 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 274.593 232.032 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 238.242 184.124 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 253.793 121.763 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 373.163 136.801 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 372.426 201.725 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 380.25 162.151 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 252.5 123.319 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 261.325 222.896 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 311.418 96.5911 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
85:-1: dstrect 249.914 210.34 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 302.1 180.571 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 289.612 169.833 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 290.634 172.239 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 289.391 160.493 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 318.436 156.43 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 289.76 159.34 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 291.598 173.839 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 301.583 180.473 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 301.196 180.389 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 297.052 178.799 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 296.695 151.005 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 315.739 153.124 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 290.113 171.147 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 320.126 169.394 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 292.298 154.816 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 306.532 180.706 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 300.912 149.279 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 320.751 166.054 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 314.525 177.506 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 290.003 170.887 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 309.531 149.515 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 320.25 168.958 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 316.527 175.685 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 289.94 158.869 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 295.554 151.742 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 318.86 172.437 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 313.571 151.418 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 318.911 157.257 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 315.794 176.424 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 295.522 177.835 30.4 30.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 548.024 253.784 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 484.047 354.665 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 81.3505 151.919 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 90.9837 107.113 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 540.453 85.4848 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 108.202 66.3556 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 495.684 342.955 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 489.986 10.5766 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 103.459 75.689 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 559.637 172.925 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 138.214 22.7276 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 559.733 179.796 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 536.847 77.4513 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 523.544 53.0008 0.533331 0.533331 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 269.122 103.98 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 296.77 93.7582 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 255.502 222.978 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 296.792 243.845 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 378.585 138.699 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 289.446 242.294 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 241.792 132.941 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 280.044 239.15 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 376.887 202.566 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 277.571 99.5127 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 335.285 240.036 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 242.075 205.183 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 297.172 243.905 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 250.157 217.142 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 382.044 189.083 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 304.435 92.9255 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 371.059 212.387 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 233.084 162.24 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 265.295 106.484 22.4 22.4 angle 0 flip 0 renderscale 1 1
86:-1: dstrect 341.415 100.154 22.4 22.4 angle 0 flip 0 renderscale 1 1
